Post_ID,Size,Depth,Max_Breadth,Mean_Breadth,Unique_Users,Duration_Minutes,Mean_Interval
1nbo8ql,190,8,68,21.11111111111111,117,2830.233333333333,14.8959649122807
1nchti8,69,5,35,11.5,53,6072.166666666667,88.00241545893721
1ncs4ps,39,2,31,13.0,36,40668.76666666667,1042.788888888889
1ncz641,61,8,26,6.777777777777778,50,301837.23333333334,4948.151366120219
1nde88f,70,6,40,10.0,56,4917.983333333334,70.25690476190476
1ndguzo,48,4,22,9.6,39,11559.216666666667,240.8170138888889
1nf716v,134,10,61,12.181818181818182,104,181158.85,1351.9317164179106
1nfbzhe,19,3,10,4.75,17,4126.666666666667,217.19298245614036
1ng7xqp,166,7,87,20.75,135,33131.316666666666,199.58624497991968
1nh7ubk,82,7,28,10.25,63,58679.23333333333,715.600406504065
1nhjhl0,28,5,12,4.666666666666667,19,8775.316666666668,313.4041666666667
1nhoqvh,16,3,9,4.0,14,2498.3166666666666,156.14479166666666
1ni5pbj,38,8,12,4.222222222222222,28,6775.083333333333,178.29166666666666
1nic30d,137,12,68,10.538461538461538,107,3374.6666666666665,24.632603406326034
1niq6dx,68,6,33,9.714285714285714,48,6889.833333333333,101.32107843137254
1niwk8o,69,6,47,9.857142857142858,58,26410.616666666665,382.7625603864734
1nk8ssj,39,4,20,7.8,27,2023.1333333333334,51.87521367521368
1nkdwom,55,7,32,6.875,40,5751.316666666667,104.56939393939393
1nkjzon,37,4,22,7.4,33,5913.183333333333,159.81576576576578
1nl3ouq,40,6,15,5.714285714285714,26,1109.2666666666667,27.731666666666666
1nlkr57,34,5,15,5.666666666666667,20,4681.216666666666,137.68284313725488
1nllp4d,66,11,26,5.5,26,4938.966666666666,74.83282828282827
1nlmwm4,9,5,4,1.5,6,3341.1,371.23333333333335
1nlzvz8,177,11,114,14.75,141,3314.1,18.723728813559323
1nm4682,36,9,16,3.6,25,1681.7666666666667,46.71574074074074
1nn7ua0,32,5,14,5.333333333333333,25,2691.4166666666665,84.10677083333333
1nn9cf4,24,5,10,4.0,21,39057.816666666666,1627.4090277777777
1nnmz10,13,3,7,3.25,12,119742.5,9210.961538461539
1nnsysa,159,6,96,22.714285714285715,122,250847.45,1577.6569182389937
1no6de5,142,7,80,17.75,105,237612.61666666667,1673.3282863849765
1nog19z,182,16,69,10.705882352941176,96,167575.45,920.7442307692309
1nokgks,30,11,7,2.5,10,3874.9333333333334,129.16444444444446
