Post_ID,Size,Depth,Max_Breadth,Mean_Breadth,Unique_Users,Duration_Minutes,Mean_Interval
1qpbe5g,22,4,11,4.4,18,5915.05,268.8659090909091
1qpdm3f,37,8,14,4.111111111111111,20,1689.4,45.65945945945946
1qpdt2k,23,6,8,3.2857142857142856,17,1766.1,76.78695652173913
1qpj2po,30,11,6,2.5,23,5772.916666666667,192.43055555555557
1qr637y,43,9,21,4.3,27,40930.53333333333,951.8728682170542
1qr6buj,49,12,20,3.769230769230769,29,7802.15,159.22755102040816
1qrm4u3,10,3,5,2.5,9,1369.7666666666667,136.97666666666666
1qte3m7,131,8,38,14.555555555555555,62,1125.2,8.589312977099237
1quwhkz,25,3,17,6.25,19,1410.9333333333334,56.437333333333335
1qvddt8,20,3,9,5.0,16,893.9333333333333,44.696666666666665
1qvroh8,46,7,18,5.75,33,82094.9,1784.6717391304346
1qxocyx,77,11,13,6.416666666666667,27,5491.7,71.32077922077922
1qxx20z,60,5,28,10.0,41,5125.766666666666,85.42944444444444
1qy6sh7,32,8,14,3.5555555555555554,21,6028.05,188.3765625
1qze1ur,193,9,51,19.3,76,17901.233333333334,92.75250431778929
1r047py,199,12,77,15.307692307692308,98,7297.483333333334,36.67077051926298
1r0iiay,44,6,16,6.285714285714286,27,5642.783333333334,128.24507575757576
1r0x94f,92,8,37,10.222222222222221,54,3341.5,36.32065217391305
1r13xxb,17,4,8,3.4,14,4127.65,242.80294117647057
1r1oygg,111,10,56,10.090909090909092,70,40490.15,364.77612612612614
1r22vca,22,6,6,3.142857142857143,13,8695.9,395.2681818181818
1r2cijd,105,9,36,10.5,62,3078.516666666667,29.31920634920635
1r3mr17,18,3,15,4.5,17,3678.983333333333,204.38796296296294
1r3yj42,153,10,83,13.909090909090908,113,44487.78333333333,290.769825708061
1r4kr3d,58,8,20,6.444444444444445,39,2958.25,51.00431034482759
1r41f7n,18,5,7,3.0,9,1954.15,108.5638888888889
1r4828b,17,3,7,4.25,11,2322.116666666667,136.59509803921569
1r6l1fs,42,10,12,3.8181818181818183,23,2558.45,60.915476190476184
1r7nnvb,45,5,17,7.5,33,3479.866666666667,77.33037037037037
1r8691q,157,9,106,15.7,129,110677.81666666667,704.9542462845011
1r8bczi,30,7,10,3.75,22,4030.733333333333,134.35777777777778
1r8hb9x,5,2,3,1.6666666666666667,5,792.5166666666667,158.50333333333333
1r96e1d,100,8,24,11.11111111111111,41,10407.216666666667,104.07216666666667
1r96x2m,30,7,15,3.75,19,3005.25,100.175
1r9sgz8,8,3,3,2.0,5,1462.6166666666666,182.82708333333332
1raxdjo,10,3,5,2.5,6,5930.933333333333,593.0933333333334
1rba3ti,147,14,64,9.8,85,3577.883333333333,24.339342403628116
1rbjds5,41,9,10,4.1,19,1888.1833333333334,46.05325203252033
1rcumes,59,10,21,5.363636363636363,34,3841.9166666666665,65.11723163841808
1rdrp22,42,7,14,5.25,27,1347.85,32.09166666666666
1rfti84,97,8,26,10.777777777777779,43,9532.483333333334,98.27302405498283
1rfs39d,3,1,2,1.5,3,3870.6,1290.2
1rgbtzs,39,5,17,6.5,22,5700.216666666666,146.1594017094017
1rgj6r2,11,1,10,5.5,11,1680.2666666666667,152.75151515151515
1rh3c2p,17,2,13,5.666666666666667,17,2750.05,161.76764705882354
1rhcxbs,46,9,17,4.6,30,9490.066666666668,206.3057971014493
1rhwonx,67,7,15,8.375,34,3617.9666666666667,53.99950248756219
1ri22tm,30,6,11,4.285714285714286,18,1891.2,63.04
1riev6u,39,6,21,5.571428571428571,30,688.3166666666667,17.6491452991453
1rifhy2,15,4,7,3.0,13,859.85,57.32333333333334
1rix0gy,20,4,10,4.0,15,752.7,37.635000000000005
1rjbh5e,87,11,32,7.25,52,22159.016666666666,254.70134099616857
1rjbp8u,9,4,3,1.8,5,3649.1666666666665,405.46296296296293
1rk7m1m,29,4,11,5.8,21,6426.833333333333,221.6149425287356
1rkq80f,36,4,25,7.2,32,2576.4333333333334,71.56759259259259
1rmcg87,28,5,12,4.666666666666667,21,4680.9,167.17499999999998
1rmiktn,37,5,19,6.166666666666667,29,5541.283333333334,149.76441441441443
1rmndd2,62,6,21,8.857142857142858,41,5985.5,96.54032258064517
1rnkhfh,36,11,8,3.0,22,9170.266666666666,254.7296296296296
1rp1j55,14,4,7,2.8,10,1681.15,120.08214285714287
1rr8gm9,27,11,6,2.25,13,1108.65,41.06111111111112
1rsksw7,58,7,22,7.25,30,47130.51666666667,812.5951149425288
1rtm78l,23,6,6,3.2857142857142856,16,1767.8833333333334,76.8644927536232
1ruc592,10,4,5,2.0,8,373.56666666666666,37.35666666666667
1rvnysi,40,10,21,3.6363636363636362,31,1284.35,32.10875
1rv8gxv,31,7,12,3.875,19,6661.533333333334,214.88817204301077
1rx1qyt,24,3,15,6.0,20,1764.85,73.53541666666666
1rxj52a,14,3,8,3.5,13,5857.466666666666,418.39047619047614
1ry7qos,11,3,5,2.75,10,6823.6,620.3272727272728
1ryxyk6,74,6,40,10.571428571428571,58,7716.583333333333,104.27815315315316
1rz9tcm,19,3,8,4.75,19,1545.1166666666666,81.3219298245614
1rzyh8u,27,7,8,3.375,16,3144.866666666667,116.47654320987655
1rzyy86,87,8,30,9.666666666666666,58,14471.916666666666,166.34386973180077
1s1kjmq,46,5,23,7.666666666666667,39,29420.1,639.5673913043478
1s2qzmz,58,16,7,3.411764705882353,18,910.8666666666667,15.704597701149426
1s29g5w,16,3,8,4.0,15,506.25,31.640625
1s2rpo5,14,2,11,4.666666666666667,13,964.7833333333333,68.91309523809524
1s3bsqq,25,5,10,4.166666666666667,14,37551.5,1502.06
1s3s5o4,24,7,10,3.0,15,6863.15,285.96458333333334
1s45cth,29,5,8,4.833333333333333,17,870.9833333333333,30.03390804597701
1s4i6pd,56,4,33,11.2,47,6783.666666666667,121.13690476190477
1s5m0x7,67,9,18,6.7,37,24100.866666666665,359.7144278606965
1s69xc4,18,5,7,3.0,14,932.6166666666667,51.81203703703704
1s6ffzw,79,5,27,13.166666666666666,45,8104.383333333333,102.58713080168776
1s6upzl,20,3,11,5.0,16,6683.466666666666,334.1733333333333
1s7cfj0,10,3,7,2.5,10,1225.1,122.50999999999999
1s7qzeb,64,8,20,7.111111111111111,40,2951.4333333333334,46.116145833333334
1s747hf,10,2,7,3.3333333333333335,10,1416.45,141.645
1s7wmvb,23,5,9,3.8333333333333335,16,1160.7333333333333,50.46666666666667
1s80fv2,33,5,14,5.5,29,3985.5333333333333,120.77373737373738
1s8mv05,59,9,35,5.9,40,1271.2166666666667,21.546045197740114
1s9zrhi,49,3,29,12.25,44,8585.15,175.20714285714286
1sanqei,32,5,16,5.333333333333333,23,7444.3,232.634375
1scjm28,14,3,10,3.5,13,3977.9333333333334,284.1380952380952
1scn5iv,12,3,5,3.0,11,1244.6,103.71666666666665
1scrzdw,61,8,16,6.777777777777778,35,826.0333333333333,13.541530054644808
1sds6ji,15,3,10,3.75,15,1707.8166666666666,113.85444444444444
1se1ti6,25,5,10,4.166666666666667,18,828.8333333333334,33.153333333333336
1se4jhz,35,5,18,5.833333333333333,29,1299.4833333333333,37.12809523809524
1sewrnd,56,7,19,7.0,42,1538.45,27.47232142857143
1sf3iy5,30,5,15,5.0,23,2613.2,87.10666666666665
1sfe5rh,10,2,8,3.3333333333333335,9,1821.7833333333333,182.17833333333334
1sh7wz3,33,6,24,4.714285714285714,31,3601.4,109.13333333333334
1shaakx,23,4,8,4.6,17,3387.4666666666667,147.28115942028987
1shuct7,137,7,38,17.125,63,5805.416666666667,42.37530413625304
1sii505,40,9,21,4.0,31,5934.366666666667,148.35916666666668
1sjq3o4,4,1,3,2.0,4,325.2,81.3
1skc5k6,76,4,54,15.2,69,10189.916666666666,134.077850877193
1skckze,7,2,5,2.3333333333333335,7,2374.633333333333,339.2333333333333
1skid9o,89,6,28,12.714285714285714,58,9100.566666666668,102.25355805243447
1sl5sag,28,3,16,7.0,26,2856.65,102.02321428571429
1slpn5i,40,11,11,3.3333333333333335,21,1166.5333333333333,29.163333333333334
1sn49h8,79,13,19,5.642857142857143,37,1598.4666666666667,20.233755274261604
1soalxk,18,6,10,2.5714285714285716,13,9038.25,502.125
1sob1b1,132,11,50,11.0,82,10231.883333333333,77.51426767676767
1sohywu,85,12,29,6.538461538461538,49,5429.866666666667,63.88078431372549
1spe1um,26,9,6,2.6,15,1001.65,38.525
1spfiim,109,19,15,5.45,27,5598.516666666666,51.36253822629969
1sptd77,18,4,7,3.6,13,8875.616666666667,493.0898148148148
1sq3u25,28,5,9,4.666666666666667,17,1523.3833333333334,54.40654761904762
1sqd8cx,65,10,14,5.909090909090909,33,3441.766666666667,52.950256410256415
1srny2c,108,9,39,10.8,60,9286.8,85.98888888888888
1sslwjo,39,5,18,6.5,27,4427.45,113.52435897435898
1st2ywg,41,5,15,6.833333333333333,27,3779.733333333333,92.18861788617886
1sugwmt,11,1,10,5.5,11,1257.2,114.2909090909091
1svrw63,23,4,9,4.6,16,2258.9,98.21304347826087
1sx7d45,34,10,9,3.090909090909091,20,4551.983333333334,133.88186274509803
1sz27xb,48,6,17,6.857142857142857,26,5443.283333333334,113.40173611111112
1sz8cn4,47,7,13,5.875,27,8693.25,184.9627659574468
1szs8eq,63,10,12,5.7272727272727275,29,15220.033333333333,241.5878306878307
1t09onp,96,7,47,12.0,80,5867.616666666667,61.121006944444446
1t1zmlo,4,1,3,2.0,4,4175.3,1043.825
1t4dotw,60,8,15,6.666666666666667,32,4948.233333333334,82.47055555555556
1t4rxq4,10,3,6,2.5,8,5598.016666666666,559.8016666666666
1t870ql,60,8,29,6.666666666666667,43,2717.0666666666666,45.284444444444446
1t8js93,3,1,2,1.5,3,2307.616666666667,769.2055555555556
1kjgkx7,44,5,15,7.333333333333333,27,2549.1833333333334,57.93598484848485
1kk2b8x,204,18,47,10.736842105263158,81,7424.616666666667,36.39517973856209
1kjlyp1,32,4,19,6.4,30,52474.083333333336,1639.8151041666667
1kkqx5h,81,8,21,9.0,43,5893.6,72.7604938271605
1kkwumu,165,12,50,12.692307692307692,57,28037.65,169.92515151515153
1kl0lsm,128,8,66,14.222222222222221,81,3094.85,24.178515625
1klsryu,75,5,46,12.5,57,33105.38333333333,441.40511111111107
1kmmtl9,58,7,26,7.25,37,3868.883333333333,66.70488505747126
1kmr5v7,179,8,60,19.88888888888889,83,78914.3,440.8620111731844
1knynbq,104,5,54,17.333333333333332,65,1835.35,17.647596153846152
1ko2vbj,46,6,16,6.571428571428571,30,4547.283333333334,98.85398550724639
1koh263,66,6,36,9.428571428571429,48,9094.8,137.79999999999998
1koywmf,124,8,53,13.777777777777779,71,9030.65,72.82782258064516
1kpjrxz,80,11,38,6.666666666666667,54,10099.8,126.24749999999999
1kpphx7,55,11,17,4.583333333333333,28,2855.4666666666667,51.91757575757576
1kpwevq,37,5,14,6.166666666666667,27,2344.9333333333334,63.376576576576575
1kpzqv2,101,4,61,20.2,76,9658.666666666666,95.63036303630362
1kraxpc,65,4,36,13.0,44,1638.65,25.21
1krco99,33,4,20,6.6,24,3220.866666666667,97.6020202020202
1krybx6,124,13,35,8.857142857142858,58,4726.716666666666,38.11868279569892
1ksnoht,151,12,51,11.615384615384615,79,18181.483333333334,120.40717439293599
1kst06h,54,9,20,5.4,28,89282.51666666666,1653.379938271605
1ktmwk4,34,7,18,4.25,25,15276.166666666666,449.2990196078431
1kugxis,36,5,14,6.0,21,4662.45,129.5125
1kuqug6,33,3,18,8.25,27,5184.85,157.11666666666667
1kvas7a,49,6,14,7.0,26,2946.516666666667,60.132993197278914
1kwpo0o,194,11,104,16.166666666666668,123,40510.833333333336,208.81872852233678
1kwwle2,12,4,7,2.4,9,1182.0,98.5
1kx1yil,133,6,66,19.0,86,39700.45,298.4996240601504
1kxxg3h,62,6,37,8.857142857142858,51,26410.25,425.9717741935484
1kzeks5,76,15,19,4.75,36,6730.25,88.55592105263158
1kzvcw4,40,7,19,5.0,28,7730.783333333334,193.26958333333334
1l1aif3,193,9,74,19.3,104,42187.76666666667,218.58946459412783
1l2e8bs,139,9,71,13.9,90,27098.416666666668,194.95263788968825
1l2enfn,34,7,12,4.25,22,8345.383333333333,245.45245098039214
1l2tnwb,75,7,39,9.375,49,31114.516666666666,414.8602222222222
1l369ub,75,8,29,8.333333333333334,45,52496.566666666666,699.9542222222223
1l38uv7,103,7,46,12.875,64,5389.9,52.32912621359223
1l3lbpa,39,5,23,6.5,32,17488.833333333332,448.4316239316239
1l3uy2w,45,9,21,4.5,32,10459.383333333333,232.43074074074073
1l43tbs,62,5,27,10.333333333333334,41,1741.1833333333334,28.083602150537637
1l4w9j2,31,4,19,6.2,24,9319.233333333334,300.6204301075269
1l4zmh8,134,6,60,19.142857142857142,68,8445.466666666667,63.02587064676617
1l5j51h,53,9,18,5.3,26,4361.083333333333,82.28459119496854
1l7aw4f,154,19,45,7.7,67,246680.36666666667,1601.8205627705627
1l5m7q2,24,3,13,6.0,20,6074.233333333334,253.09305555555557
1l7wdwt,144,13,46,10.285714285714286,72,2213.7166666666667,15.373032407407408
1l89wo0,188,9,65,18.8,107,6013.733333333334,31.98794326241135
1l8ungw,95,6,28,13.571428571428571,51,41777.98333333333,439.76824561403504
1l9lkkg,126,6,77,18.0,90,7726.7,61.32301587301587
1l9snsm,127,9,59,12.7,76,28826.7,226.98188976377952
1l9wrx2,122,11,40,10.166666666666666,70,6200.533333333334,50.824043715847
1ladj9f,20,2,15,6.666666666666667,17,39502.15,1975.1075
1laf9aq,27,7,13,3.375,16,1545.9,57.25555555555556
1leruvq,57,17,11,3.1666666666666665,20,5857.4,102.76140350877192
1lfnlf9,64,7,18,8.0,27,9425.516666666666,147.27369791666666
1lfu0on,23,8,6,2.5555555555555554,13,4330.6,188.28695652173914
1lg2zra,171,13,53,12.214285714285714,80,31848.316666666666,186.24746588693958
1lg5nrv,82,7,37,10.25,49,4052.8166666666666,49.42459349593496
1lgxcef,176,9,67,17.6,105,146025.46666666667,829.6901515151516
1lhomsc,213,17,49,11.833333333333334,90,105616.05,495.85
1lifu3q,40,9,16,4.0,25,1595.35,39.88375
1lk7pav,120,19,50,6.0,69,6263.733333333334,52.19777777777778
1lkbdpe,59,5,21,9.833333333333334,35,5546.883333333333,94.01497175141243
1lkcg7z,83,14,22,5.533333333333333,39,10485.85,126.3355421686747
1ll5ar4,87,11,38,7.25,52,1679.7333333333333,19.30727969348659
1llfmtn,184,8,63,20.444444444444443,102,8624.033333333333,46.86974637681159
1ll8hko,48,12,15,3.6923076923076925,25,2382.7166666666667,49.63993055555556
1lltrg3,32,19,7,1.6,14,1807.55,56.4859375
1lm5n9p,113,5,66,18.833333333333332,85,158090.86666666667,1399.0342182890856
1lmpivl,187,7,101,23.375,115,255306.75,1365.2767379679144
1lmu3g2,11,2,9,3.6666666666666665,10,1238.5166666666667,112.59242424242424
1lo4chl,72,11,20,6.0,45,4471.166666666667,62.09953703703704
1loetlm,68,12,12,5.230769230769231,24,50242.48333333333,738.8600490196078
1lozu8j,65,7,23,8.125,29,5084.433333333333,78.22205128205128
1lq2g88,71,4,55,14.2,61,8794.55,123.86690140845069
1lqa944,89,7,48,11.125,67,37317.13333333333,419.2936329588015
1lqbi45,90,8,23,10.0,50,37629.316666666666,418.1035185185185
1lrrasn,121,15,35,7.5625,50,8202.516666666666,67.78939393939393
1lrtd1a,52,6,25,7.428571428571429,32,40540.083333333336,779.6169871794872
1lshxfc,138,10,44,12.545454545454545,73,44663.1,323.64565217391305
1lt55hk,69,14,16,4.6,27,3579.8333333333335,51.8816425120773
1lub3xu,13,4,7,2.6,8,986.6833333333333,75.89871794871794
1lupbgw,89,8,25,9.88888888888889,46,8944.066666666668,100.49513108614234
1lvtcen,197,6,75,28.142857142857142,129,1971.7333333333333,10.008798646362099
1lvtojs,19,5,6,3.1666666666666665,15,9979.866666666667,525.2561403508772
1lwfvjj,93,12,28,7.153846153846154,40,138728.1,1491.7
1lwg1yi,203,14,37,13.533333333333333,78,8522.566666666668,41.98308702791462
1lwof4x,115,9,26,11.5,52,28706.033333333333,249.61768115942027
1lx5wug,103,9,30,10.3,49,1884.8666666666666,18.29967637540453
1lxh6xs,39,17,9,2.1666666666666665,16,7903.6,202.65641025641025
1ly96ws,70,8,20,7.777777777777778,29,8574.816666666668,122.49738095238096
1lytklz,121,6,61,17.285714285714285,85,10035.433333333332,82.93746556473829
1lz6zxc,58,6,34,8.285714285714286,40,2184.05,37.65603448275862
1lz7hv3,17,4,11,3.4,15,1521.9833333333333,89.52843137254902
1lzhs97,35,9,12,3.5,22,114086.31666666667,3259.6090476190475
1lzrruo,106,17,23,5.888888888888889,37,9151.916666666666,86.33883647798741
1m0fi1c,87,17,22,4.833333333333333,34,1986.9666666666667,22.838697318007664
1m1db1a,125,10,58,11.363636363636363,85,105337.78333333334,842.7022666666667
1m289sy,108,8,41,12.0,65,4312.25,39.92824074074074
1m30l6v,194,6,68,27.714285714285715,113,3556.883333333333,18.334450171821306
1m3n79k,184,5,103,30.666666666666668,126,33516.03333333333,182.15235507246376
1m3we6g,35,6,13,5.0,24,1312.2166666666667,37.49190476190476
1m41k9y,58,6,24,8.285714285714286,39,7765.366666666667,133.88563218390806
1m4afgz,123,14,24,8.2,33,17269.233333333334,140.40027100271004
1m4nw2w,40,7,21,5.0,26,1846.0166666666667,46.150416666666665
1m4pzj7,49,9,26,4.9,32,6559.466666666666,133.86666666666665
1m51qu8,94,15,23,5.875,40,9277.566666666668,98.69751773049646
1m545o2,38,9,15,3.8,21,76338.43333333333,2008.9061403508772
1m5g0v9,126,18,27,6.631578947368421,48,19478.083333333332,154.58796296296296
1m5ngpo,128,9,52,12.8,70,29905.533333333333,233.63697916666666
1m85kh1,116,7,58,14.5,88,1446.5166666666667,12.469971264367816
1m90dzj,135,9,69,13.5,89,2671.7,19.79037037037037
1mayot1,169,8,87,18.77777777777778,110,24195.633333333335,143.16942800788956
1mbmk0z,110,14,37,7.333333333333333,58,8663.15,78.75590909090909
1mchy67,63,6,34,9.0,44,9148.983333333334,145.22195767195768
1mdazi3,155,8,55,17.22222222222222,79,7760.2,50.0658064516129
1mdb73h,190,8,70,21.11111111111111,93,3238.2,17.04315789473684
1me38wd,99,14,16,6.6,31,7252.316666666667,73.25572390572391
1me9dcb,132,6,71,18.857142857142858,94,43826.066666666666,332.01565656565657
1mehmyg,35,4,27,7.0,29,1453.0666666666666,41.516190476190474
1mgux9o,53,7,24,6.625,34,1819.25,34.325471698113205
1mfz12l,13,3,8,3.25,11,3229.133333333333,248.3948717948718
1mhd8lu,119,7,42,14.875,66,845.8,7.107563025210084
1mhq8a2,198,13,56,14.142857142857142,75,41425.28333333333,209.2186026936027
1mib1jz,174,7,112,21.75,130,7079.6,40.68735632183908
1miczpm,74,7,36,9.25,52,30687.783333333333,414.69977477477477
1mjj7cj,92,5,47,15.333333333333334,71,1428.4333333333334,15.52644927536232
1mjz18x,59,6,20,8.428571428571429,33,6155.183333333333,104.32514124293786
1mk99ip,64,8,33,7.111111111111111,43,45030.98333333333,703.6091145833333
1mktjh1,97,9,48,9.7,64,8740.133333333333,90.10446735395189
1mkxoas,29,4,11,5.8,26,10367.316666666668,357.49367816091956
1mkzw3l,121,10,64,11.0,89,8549.85,70.6599173553719
1mlm8ec,84,9,20,8.4,38,10262.8,122.17619047619047
1mmgnfw,29,4,15,5.8,22,745.8666666666667,25.71954022988506
1mmiapf,104,7,34,13.0,68,15136.816666666668,145.5463141025641
1mob07y,89,9,30,8.9,51,11225.933333333332,126.13408239700374
1mp3pq6,130,8,51,14.444444444444445,87,7284.883333333333,56.037564102564104
1mp876w,71,7,38,8.875,51,28749.066666666666,404.9164319248826
1mpz2ig,34,3,20,8.5,27,3972.3333333333335,116.83333333333334
1mqbjmk,43,7,19,5.375,28,35967.3,836.4488372093024
1mr16yh,132,9,30,13.2,55,7907.45,59.904924242424244
1mruvij,68,4,39,13.6,53,31741.15,466.78161764705885
1mrt8g9,33,4,13,6.6,24,6235.783333333334,188.96313131313133
1mryxn5,65,5,27,10.833333333333334,45,8628.283333333333,132.74282051282051
1mstaad,41,6,21,5.857142857142857,26,4675.983333333334,114.04837398373985
1msy87c,108,9,50,10.8,74,5212.466666666666,48.26358024691358
1mudy0a,68,7,19,8.5,30,17483.666666666668,257.1127450980392
1mugn2z,91,7,27,11.375,53,9058.85,99.5478021978022
1mvdvt0,192,12,94,14.76923076923077,124,46423.916666666664,241.79123263888889
1mw9kkq,30,5,17,5.0,26,10720.85,357.3616666666667
1mwdgpv,39,5,17,6.5,31,6100.366666666667,156.41965811965812
1mx52kj,115,16,24,6.764705882352941,35,7042.25,61.23695652173913
1mx71r4,91,4,72,18.2,76,10617.116666666667,116.67161172161173
1mxg0vg,28,4,11,5.6,24,9844.783333333333,351.59940476190474
1mxmljk,83,7,37,10.375,53,6938.95,83.60180722891566
1mz9x45,83,6,45,11.857142857142858,62,11051.833333333334,133.1546184738956
1mzu36j,48,5,15,8.0,29,5748.033333333334,119.75069444444445
1n0boc3,51,3,34,12.75,40,7680.316666666667,150.59444444444443
1n0ic3e,138,17,41,7.666666666666667,67,45757.26666666667,331.5743961352657
1n14utu,47,8,23,5.222222222222222,24,9718.4,206.77446808510638
1n1qkny,62,10,30,5.636363636363637,43,186385.03333333333,3006.2102150537635
1n2jp5q,44,3,29,11.0,37,223098.06666666668,5070.410606060606
1n2mp7s,74,9,19,7.4,39,40621.316666666666,548.9367117117117
1n2nh9x,88,11,37,7.333333333333333,49,10247.033333333333,116.4435606060606
1n34h4o,63,7,36,7.875,43,14903.0,236.55555555555554
1n3mbhk,57,4,20,11.4,36,8747.433333333332,153.46374269005847
1n48lfa,28,6,17,4.0,21,6668.633333333333,238.1654761904762
1n58ncx,143,10,42,13.0,78,9919.233333333334,69.36526806526807
1n5m2ig,190,10,81,17.272727272727273,94,28851.633333333335,151.85070175438597
1n6fnc6,196,16,80,11.529411764705882,114,9428.916666666666,48.10671768707483
1n6yoxv,71,5,25,11.833333333333334,43,223875.0,3153.169014084507
1n8878p,87,5,34,14.5,56,1994.25,22.92241379310345
1n8oov8,74,9,15,7.4,39,7311.766666666666,98.80765765765766
1nas0ua,40,8,15,4.444444444444445,26,5656.216666666666,141.40541666666667
1navxeu,71,8,25,7.888888888888889,45,1706.2833333333333,24.032159624413143
1nbenk4,55,7,18,6.875,26,593.4666666666667,10.790303030303031
1nbyu6z,158,19,34,7.9,50,8492.683333333332,53.75116033755274
1nch7uw,122,7,59,15.25,75,4323.833333333333,35.44125683060109
1nctlrc,101,8,47,11.222222222222221,55,108236.48333333334,1071.6483498349835
1ncm6hz,40,7,14,5.0,23,6871.183333333333,171.77958333333333
1ncwrlj,76,9,27,7.6,43,2246.9333333333334,29.564912280701755
1ndhkup,54,5,24,9.0,37,5772.366666666667,106.89567901234568
1ndkihk,27,4,9,5.4,21,1363.3333333333333,50.49382716049382
1ndoz1k,120,9,36,12.0,58,1288.7333333333333,10.739444444444445
1ndti0y,125,10,53,11.363636363636363,78,6852.866666666667,54.82293333333333
1ndwnol,146,9,41,14.6,64,16680.283333333333,114.24851598173515
1nenh7f,197,11,58,16.416666666666668,98,91648.11666666667,465.2188663282572
1neto6k,114,17,32,6.333333333333333,47,9826.3,86.19561403508771
1nexxui,108,15,32,6.75,56,14830.85,137.32268518518518
1neykk9,114,17,21,6.333333333333333,39,91032.5,798.530701754386
1nf77du,186,9,54,18.6,97,6981.9,37.53709677419354
1nge4sm,102,12,32,7.846153846153846,51,9881.516666666666,96.87761437908496
1ngx0id,51,9,19,5.1,33,3171.116666666667,62.178758169934646
1nhitze,183,7,63,22.875,77,355.18333333333334,1.9408925318761385
1nijs3f,88,12,23,6.769230769230769,36,3225.5666666666666,36.65416666666667
1nik27m,88,5,33,14.666666666666666,58,8611.516666666666,97.85814393939394
1njngvh,138,15,38,8.625,72,8931.6,64.72173913043478
1nk72gg,28,3,17,7.0,24,1678.2166666666667,59.93630952380953
1nk9pbh,39,6,15,5.571428571428571,29,168983.48333333334,4332.9098290598295
1nl85py,48,8,13,5.333333333333333,26,8604.416666666666,179.25868055555554
1nmzehf,192,14,74,12.8,110,10642.816666666668,55.43133680555556
1nnnufg,115,10,42,10.454545454545455,63,1900.7166666666667,16.527971014492753
1nnww96,47,5,13,7.833333333333333,28,6245.4,132.88085106382977
1no3ifp,109,8,39,12.11111111111111,54,9740.1,89.35871559633028
1np90gp,209,17,46,11.61111111111111,79,4403.633333333333,21.070015948963317
1nphe45,159,8,54,17.666666666666668,86,36048.75,226.72169811320754
1npuxfi,53,8,15,5.888888888888889,35,1991.7,37.57924528301887
1nq8drz,161,13,36,11.5,63,4983.6,30.954037267080746
1nrhe8h,30,5,10,5.0,18,12531.4,417.7133333333333
1ntjn5j,39,8,15,4.333333333333333,20,44622.26666666667,1144.160683760684
1ntqbn5,187,7,92,23.375,118,174073.45,930.8740641711231
1nw9llo,58,7,19,7.25,32,6385.2,110.08965517241379
1nwkmld,134,9,39,13.4,71,8653.316666666668,64.57699004975125
1nxf5ku,34,4,15,6.8,26,5606.033333333334,164.88333333333335
1nydzcw,74,15,13,4.625,31,9625.15,130.06959459459458
1nzpc7f,183,7,52,22.875,105,21731.283333333333,118.75018214936247
1o0v29v,67,10,22,6.090909090909091,35,9177.133333333333,136.97213930348258
1o1gxpx,63,7,26,7.875,41,1246.1833333333334,19.78068783068783
1o2o1xn,39,6,12,5.571428571428571,28,142344.06666666668,3649.8478632478636
1o3115d,79,9,24,7.9,47,3498.4,44.28354430379747
1o39yu3,34,4,22,6.8,31,1941.9166666666667,57.115196078431374
1o3xflh,31,3,18,7.75,21,1373.6666666666667,44.31182795698925
1o474u5,38,6,17,5.428571428571429,26,26401.033333333333,694.7640350877193
1o4kmtw,27,5,8,4.5,16,2592.266666666667,96.00987654320988
1o52p35,21,3,12,5.25,19,15540.216666666667,740.0103174603175
1o5ntpz,34,7,10,4.25,24,7227.55,212.57500000000002
1o6epf7,71,12,21,5.461538461538462,40,15559.183333333332,219.14342723004694
1o8w6mj,109,19,12,5.45,28,10493.85,96.27385321100918
1o91hia,29,4,11,5.8,23,10489.15,361.6948275862069
1o9utvm,84,12,23,6.461538461538462,37,2981.733333333333,35.49682539682539
1ob795g,48,7,18,6.0,31,2659.7,55.41041666666666
1ocd5fr,171,8,53,19.0,82,40333.21666666667,235.8667641325536
1od5fen,65,6,34,9.285714285714286,32,1566.2,24.095384615384617
1odw6ky,188,19,72,9.4,90,44102.73333333333,234.58900709219856
1oeuwbl,114,8,69,12.666666666666666,82,6393.816666666667,56.08611111111111
1oft1tg,112,10,38,10.181818181818182,64,5959.5,53.20982142857143
1og0o3h,120,9,31,12.0,63,30815.6,256.7966666666667
1ohctng,29,4,18,5.8,27,2537.266666666667,87.49195402298851
1oig0wg,135,5,62,22.5,100,3272.116666666667,24.237901234567904
1oik7w8,44,6,19,6.285714285714286,27,1433.4333333333334,32.5780303030303
1oipmy7,66,9,12,6.6,30,6927.233333333334,104.95808080808081
1oj1fbr,73,9,23,7.3,38,1961.0833333333333,26.86415525114155
1oj2yjn,61,4,28,12.2,45,778.0333333333333,12.75464480874317
1oj84j3,110,8,39,12.222222222222221,60,43437.25,394.8840909090909
1ojqsnn,130,16,33,7.647058823529412,68,3656.983333333333,28.130641025641022
1ojyhjf,27,4,11,5.4,18,1409.0666666666666,52.187654320987654
1ok5ftm,36,9,16,3.6,22,11514.083333333334,319.83564814814815
1okt0ih,103,7,65,12.875,79,4682.416666666667,45.46035598705502
1oktelw,60,9,24,6.0,37,4458.816666666667,74.31361111111111
1okug9t,90,6,33,12.857142857142858,63,2884.0,32.044444444444444
1okzuxt,45,6,25,6.428571428571429,34,1531.6333333333334,34.0362962962963
1ol2wix,43,4,31,8.6,39,1853.8333333333333,43.11240310077519
